document_id,entity,entity_type,source,method,confidence,evidence
112924,Tài chính,CoQuan,content_clean,heuristic,0.75,"BỘ TÀI CHÍNH CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập – Tự do – Hạnh phúc Số: 105/2016/TT-BTC Hà Nội, ngày 29 tháng 06 năm 2016 THÔNG TƯ HƯỚNG DẪN HOẠT ĐỘNG ĐẦU TƯ GIÁN TIẾP RA NƯỚC NGOÀI CỦA TỔ CHỨC KINH DOANH CHỨNG K"
112924,Trần Xuân Hà,NguoiKy,content_clean,heuristic,0.75,"BỘ TÀI CHÍNH CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập – Tự do – Hạnh phúc Số: 105/2016/TT-BTC Hà Nội, ngày 29 tháng 06 năm 2016 THÔNG TƯ HƯỚNG DẪN HOẠT ĐỘNG ĐẦU TƯ GIÁN TIẾP RA NƯỚC NGOÀI CỦA TỔ CHỨC KINH DOANH CHỨNG K"
112924,Trung ương,DoiTuongApDung,content_clean,heuristic,0.7,"BỘ TÀI CHÍNH CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập – Tự do – Hạnh phúc Số: 105/2016/TT-BTC Hà Nội, ngày 29 tháng 06 năm 2016 THÔNG TƯ HƯỚNG DẪN HOẠT ĐỘNG ĐẦU TƯ GIÁN TIẾP RA NƯỚC NGOÀI CỦA TỔ CHỨC KINH DOANH CHỨNG K"
112924,Tổ chức tín dụng,DoiTuongApDung,content_clean,heuristic,0.7,"BỘ TÀI CHÍNH CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập – Tự do – Hạnh phúc Số: 105/2016/TT-BTC Hà Nội, ngày 29 tháng 06 năm 2016 THÔNG TƯ HƯỚNG DẪN HOẠT ĐỘNG ĐẦU TƯ GIÁN TIẾP RA NƯỚC NGOÀI CỦA TỔ CHỨC KINH DOANH CHỨNG K"
112924,Chi nhánh ngân hàng nước ngoài,DoiTuongApDung,content_clean,heuristic,0.7,"BỘ TÀI CHÍNH CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập – Tự do – Hạnh phúc Số: 105/2016/TT-BTC Hà Nội, ngày 29 tháng 06 năm 2016 THÔNG TƯ HƯỚNG DẪN HOẠT ĐỘNG ĐẦU TƯ GIÁN TIẾP RA NƯỚC NGOÀI CỦA TỔ CHỨC KINH DOANH CHỨNG K"
112924,Quỹ tín dụng nhân dân,DoiTuongApDung,content_clean,heuristic,0.7,"BỘ TÀI CHÍNH CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập – Tự do – Hạnh phúc Số: 105/2016/TT-BTC Hà Nội, ngày 29 tháng 06 năm 2016 THÔNG TƯ HƯỚNG DẪN HOẠT ĐỘNG ĐẦU TƯ GIÁN TIẾP RA NƯỚC NGOÀI CỦA TỔ CHỨC KINH DOANH CHỨNG K"
112924,Tài chính,LinhVuc,content_clean,heuristic,0.7,"BỘ TÀI CHÍNH CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập – Tự do – Hạnh phúc Số: 105/2016/TT-BTC Hà Nội, ngày 29 tháng 06 năm 2016 THÔNG TƯ HƯỚNG DẪN HOẠT ĐỘNG ĐẦU TƯ GIÁN TIẾP RA NƯỚC NGOÀI CỦA TỔ CHỨC KINH DOANH CHỨNG K"
112924,Ngân hàng Nhà nước Việt Nam,CoQuan,content_clean,heuristic,0.8,"BỘ TÀI CHÍNH CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập – Tự do – Hạnh phúc Số: 105/2016/TT-BTC Hà Nội, ngày 29 tháng 06 năm 2016 THÔNG TƯ HƯỚNG DẪN HOẠT ĐỘNG ĐẦU TƯ GIÁN TIẾP RA NƯỚC NGOÀI CỦA TỔ CHỨC KINH DOANH CHỨNG K"
112924,Chính phủ,CoQuan,content_clean,heuristic,0.8,"BỘ TÀI CHÍNH CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập – Tự do – Hạnh phúc Số: 105/2016/TT-BTC Hà Nội, ngày 29 tháng 06 năm 2016 THÔNG TƯ HƯỚNG DẪN HOẠT ĐỘNG ĐẦU TƯ GIÁN TIẾP RA NƯỚC NGOÀI CỦA TỔ CHỨC KINH DOANH CHỨNG K"
117310,Ngân hàng Nhà nước Việt Nam,CoQuan,content_clean,heuristic,0.75,"NGÂN HÀNG NHÀ NƯỚC VIỆT NAM CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập – Tự do – Hạnh phúc Số: 41/2016/TT-NHNN Hà Nội, Ngày 30 tháng 12 năm 2016 THÔNG TƯ Quy định tỷ lệ an toàn vốn đối với ngân hàng, chi nhánh ngân hàng "
117310,Ngân hàng,CoQuan,content_clean,heuristic,0.75,"NGÂN HÀNG NHÀ NƯỚC VIỆT NAM CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập – Tự do – Hạnh phúc Số: 41/2016/TT-NHNN Hà Nội, Ngày 30 tháng 12 năm 2016 THÔNG TƯ Quy định tỷ lệ an toàn vốn đối với ngân hàng, chi nhánh ngân hàng "
117310,Nguyễn Đồng Tiến,NguoiKy,content_clean,heuristic,0.75,"NGÂN HÀNG NHÀ NƯỚC VIỆT NAM CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập – Tự do – Hạnh phúc Số: 41/2016/TT-NHNN Hà Nội, Ngày 30 tháng 12 năm 2016 THÔNG TƯ Quy định tỷ lệ an toàn vốn đối với ngân hàng, chi nhánh ngân hàng "
117310,Trung ương,DoiTuongApDung,content_clean,heuristic,0.7,"NGÂN HÀNG NHÀ NƯỚC VIỆT NAM CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập – Tự do – Hạnh phúc Số: 41/2016/TT-NHNN Hà Nội, Ngày 30 tháng 12 năm 2016 THÔNG TƯ Quy định tỷ lệ an toàn vốn đối với ngân hàng, chi nhánh ngân hàng "
117310,Tổ chức tín dụng,DoiTuongApDung,content_clean,heuristic,0.7,"NGÂN HÀNG NHÀ NƯỚC VIỆT NAM CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập – Tự do – Hạnh phúc Số: 41/2016/TT-NHNN Hà Nội, Ngày 30 tháng 12 năm 2016 THÔNG TƯ Quy định tỷ lệ an toàn vốn đối với ngân hàng, chi nhánh ngân hàng "
117310,Chi nhánh ngân hàng nước ngoài,DoiTuongApDung,content_clean,heuristic,0.7,"NGÂN HÀNG NHÀ NƯỚC VIỆT NAM CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập – Tự do – Hạnh phúc Số: 41/2016/TT-NHNN Hà Nội, Ngày 30 tháng 12 năm 2016 THÔNG TƯ Quy định tỷ lệ an toàn vốn đối với ngân hàng, chi nhánh ngân hàng "
117310,Quỹ tín dụng nhân dân,DoiTuongApDung,content_clean,heuristic,0.7,"NGÂN HÀNG NHÀ NƯỚC VIỆT NAM CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập – Tự do – Hạnh phúc Số: 41/2016/TT-NHNN Hà Nội, Ngày 30 tháng 12 năm 2016 THÔNG TƯ Quy định tỷ lệ an toàn vốn đối với ngân hàng, chi nhánh ngân hàng "
117310,"Thanh tra, giám sát ngân hàng",LinhVuc,content_clean,heuristic,0.7,"NGÂN HÀNG NHÀ NƯỚC VIỆT NAM CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập – Tự do – Hạnh phúc Số: 41/2016/TT-NHNN Hà Nội, Ngày 30 tháng 12 năm 2016 THÔNG TƯ Quy định tỷ lệ an toàn vốn đối với ngân hàng, chi nhánh ngân hàng "
117310,Ngân hàng,LinhVuc,content_clean,heuristic,0.7,"NGÂN HÀNG NHÀ NƯỚC VIỆT NAM CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập – Tự do – Hạnh phúc Số: 41/2016/TT-NHNN Hà Nội, Ngày 30 tháng 12 năm 2016 THÔNG TƯ Quy định tỷ lệ an toàn vốn đối với ngân hàng, chi nhánh ngân hàng "
117310,Chính phủ,CoQuan,content_clean,heuristic,0.8,"NGÂN HÀNG NHÀ NƯỚC VIỆT NAM CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập – Tự do – Hạnh phúc Số: 41/2016/TT-NHNN Hà Nội, Ngày 30 tháng 12 năm 2016 THÔNG TƯ Quy định tỷ lệ an toàn vốn đối với ngân hàng, chi nhánh ngân hàng "
133858,Chính phủ,CoQuan,content_clean,heuristic,0.75,"CHÍNH PHỦ CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập – Tự do – Hạnh phúc Số: 05/2019/NĐ-CP Hà Nội, ngày 22 tháng 01 năm 2019 NGHỊ ĐỊNH Về kiểm toán nội bộ ________ Căn cứ Luật tổ chức Chính phủ ngày 19 tháng 6 năm 2015; "
133858,Kiểm toán,CoQuan,content_clean,heuristic,0.75,"CHÍNH PHỦ CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập – Tự do – Hạnh phúc Số: 05/2019/NĐ-CP Hà Nội, ngày 22 tháng 01 năm 2019 NGHỊ ĐỊNH Về kiểm toán nội bộ ________ Căn cứ Luật tổ chức Chính phủ ngày 19 tháng 6 năm 2015; "
133858,Nguyễn Xuân Phúc,NguoiKy,content_clean,heuristic,0.75,"CHÍNH PHỦ CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập – Tự do – Hạnh phúc Số: 05/2019/NĐ-CP Hà Nội, ngày 22 tháng 01 năm 2019 NGHỊ ĐỊNH Về kiểm toán nội bộ ________ Căn cứ Luật tổ chức Chính phủ ngày 19 tháng 6 năm 2015; "
133858,Trung ương,DoiTuongApDung,content_clean,heuristic,0.7,"CHÍNH PHỦ CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập – Tự do – Hạnh phúc Số: 05/2019/NĐ-CP Hà Nội, ngày 22 tháng 01 năm 2019 NGHỊ ĐỊNH Về kiểm toán nội bộ ________ Căn cứ Luật tổ chức Chính phủ ngày 19 tháng 6 năm 2015; "
133858,Tổ chức tín dụng,DoiTuongApDung,content_clean,heuristic,0.7,"CHÍNH PHỦ CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập – Tự do – Hạnh phúc Số: 05/2019/NĐ-CP Hà Nội, ngày 22 tháng 01 năm 2019 NGHỊ ĐỊNH Về kiểm toán nội bộ ________ Căn cứ Luật tổ chức Chính phủ ngày 19 tháng 6 năm 2015; "
133858,Chi nhánh ngân hàng nước ngoài,DoiTuongApDung,content_clean,heuristic,0.7,"CHÍNH PHỦ CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập – Tự do – Hạnh phúc Số: 05/2019/NĐ-CP Hà Nội, ngày 22 tháng 01 năm 2019 NGHỊ ĐỊNH Về kiểm toán nội bộ ________ Căn cứ Luật tổ chức Chính phủ ngày 19 tháng 6 năm 2015; "
133858,Quỹ tín dụng nhân dân,DoiTuongApDung,content_clean,heuristic,0.7,"CHÍNH PHỦ CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập – Tự do – Hạnh phúc Số: 05/2019/NĐ-CP Hà Nội, ngày 22 tháng 01 năm 2019 NGHỊ ĐỊNH Về kiểm toán nội bộ ________ Căn cứ Luật tổ chức Chính phủ ngày 19 tháng 6 năm 2015; "
133858,Kiểm toán,LinhVuc,content_clean,heuristic,0.7,"CHÍNH PHỦ CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập – Tự do – Hạnh phúc Số: 05/2019/NĐ-CP Hà Nội, ngày 22 tháng 01 năm 2019 NGHỊ ĐỊNH Về kiểm toán nội bộ ________ Căn cứ Luật tổ chức Chính phủ ngày 19 tháng 6 năm 2015; "
133858,Bộ Tài chính,CoQuan,content_clean,heuristic,0.8,"CHÍNH PHỦ CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập – Tự do – Hạnh phúc Số: 05/2019/NĐ-CP Hà Nội, ngày 22 tháng 01 năm 2019 NGHỊ ĐỊNH Về kiểm toán nội bộ ________ Căn cứ Luật tổ chức Chính phủ ngày 19 tháng 6 năm 2015; "
143217,Bộ Tài chính,CoQuan,content_clean,heuristic,0.75,"BỘ TÀI CHÍNH Số: 66/2020/TT-BTC BỘ TÀI CHÍNH Số: 66/2020/TT-BTC CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập - Tự do - Hạnh phúc Hà Nội, ngày 10 tháng 7 năm 2020 THÔNG TƯ Ban hành Quy chế mẫu về kiểm toán nội bộ áp dụng ch"
143217,Trung ương,DoiTuongApDung,content_clean,heuristic,0.7,"BỘ TÀI CHÍNH Số: 66/2020/TT-BTC BỘ TÀI CHÍNH Số: 66/2020/TT-BTC CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập - Tự do - Hạnh phúc Hà Nội, ngày 10 tháng 7 năm 2020 THÔNG TƯ Ban hành Quy chế mẫu về kiểm toán nội bộ áp dụng ch"
143217,Tổ chức tín dụng,DoiTuongApDung,content_clean,heuristic,0.7,"BỘ TÀI CHÍNH Số: 66/2020/TT-BTC BỘ TÀI CHÍNH Số: 66/2020/TT-BTC CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập - Tự do - Hạnh phúc Hà Nội, ngày 10 tháng 7 năm 2020 THÔNG TƯ Ban hành Quy chế mẫu về kiểm toán nội bộ áp dụng ch"
143217,Chi nhánh ngân hàng nước ngoài,DoiTuongApDung,content_clean,heuristic,0.7,"BỘ TÀI CHÍNH Số: 66/2020/TT-BTC BỘ TÀI CHÍNH Số: 66/2020/TT-BTC CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập - Tự do - Hạnh phúc Hà Nội, ngày 10 tháng 7 năm 2020 THÔNG TƯ Ban hành Quy chế mẫu về kiểm toán nội bộ áp dụng ch"
143217,Quỹ tín dụng nhân dân,DoiTuongApDung,content_clean,heuristic,0.7,"BỘ TÀI CHÍNH Số: 66/2020/TT-BTC BỘ TÀI CHÍNH Số: 66/2020/TT-BTC CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập - Tự do - Hạnh phúc Hà Nội, ngày 10 tháng 7 năm 2020 THÔNG TƯ Ban hành Quy chế mẫu về kiểm toán nội bộ áp dụng ch"
143217,Chính phủ,CoQuan,content_clean,heuristic,0.8,"BỘ TÀI CHÍNH Số: 66/2020/TT-BTC BỘ TÀI CHÍNH Số: 66/2020/TT-BTC CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập - Tự do - Hạnh phúc Hà Nội, ngày 10 tháng 7 năm 2020 THÔNG TƯ Ban hành Quy chế mẫu về kiểm toán nội bộ áp dụng ch"
146468,Chính phủ,CoQuan,content_clean,heuristic,0.75,"CHÍNH PHỦ ------- CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập - Tự do - Hạnh phúc --------------- Số: 156/2020/NĐ-CP Hà Nội , ngày 31 tháng 12 năm 2020 NGHỊ ĐỊNH Quy định xử phạt vi phạm hành chính trong lĩnh vực chứng kh"
146468,Tài chính,CoQuan,content_clean,heuristic,0.75,"CHÍNH PHỦ ------- CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập - Tự do - Hạnh phúc --------------- Số: 156/2020/NĐ-CP Hà Nội , ngày 31 tháng 12 năm 2020 NGHỊ ĐỊNH Quy định xử phạt vi phạm hành chính trong lĩnh vực chứng kh"
146468,Nguyễn Xuân Phúc,NguoiKy,content_clean,heuristic,0.75,"CHÍNH PHỦ ------- CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập - Tự do - Hạnh phúc --------------- Số: 156/2020/NĐ-CP Hà Nội , ngày 31 tháng 12 năm 2020 NGHỊ ĐỊNH Quy định xử phạt vi phạm hành chính trong lĩnh vực chứng kh"
146468,Trung ương,DoiTuongApDung,content_clean,heuristic,0.7,"CHÍNH PHỦ ------- CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập - Tự do - Hạnh phúc --------------- Số: 156/2020/NĐ-CP Hà Nội , ngày 31 tháng 12 năm 2020 NGHỊ ĐỊNH Quy định xử phạt vi phạm hành chính trong lĩnh vực chứng kh"
146468,Tổ chức tín dụng,DoiTuongApDung,content_clean,heuristic,0.7,"CHÍNH PHỦ ------- CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập - Tự do - Hạnh phúc --------------- Số: 156/2020/NĐ-CP Hà Nội , ngày 31 tháng 12 năm 2020 NGHỊ ĐỊNH Quy định xử phạt vi phạm hành chính trong lĩnh vực chứng kh"
146468,Chi nhánh ngân hàng nước ngoài,DoiTuongApDung,content_clean,heuristic,0.7,"CHÍNH PHỦ ------- CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập - Tự do - Hạnh phúc --------------- Số: 156/2020/NĐ-CP Hà Nội , ngày 31 tháng 12 năm 2020 NGHỊ ĐỊNH Quy định xử phạt vi phạm hành chính trong lĩnh vực chứng kh"
146468,Quỹ tín dụng nhân dân,DoiTuongApDung,content_clean,heuristic,0.7,"CHÍNH PHỦ ------- CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập - Tự do - Hạnh phúc --------------- Số: 156/2020/NĐ-CP Hà Nội , ngày 31 tháng 12 năm 2020 NGHỊ ĐỊNH Quy định xử phạt vi phạm hành chính trong lĩnh vực chứng kh"
146468,Chứng khoán,LinhVuc,content_clean,heuristic,0.7,"CHÍNH PHỦ ------- CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập - Tự do - Hạnh phúc --------------- Số: 156/2020/NĐ-CP Hà Nội , ngày 31 tháng 12 năm 2020 NGHỊ ĐỊNH Quy định xử phạt vi phạm hành chính trong lĩnh vực chứng kh"
146468,Tài chính,LinhVuc,content_clean,heuristic,0.7,"CHÍNH PHỦ ------- CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập - Tự do - Hạnh phúc --------------- Số: 156/2020/NĐ-CP Hà Nội , ngày 31 tháng 12 năm 2020 NGHỊ ĐỊNH Quy định xử phạt vi phạm hành chính trong lĩnh vực chứng kh"
146468,Bộ Tài chính,CoQuan,content_clean,heuristic,0.8,"CHÍNH PHỦ ------- CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập - Tự do - Hạnh phúc --------------- Số: 156/2020/NĐ-CP Hà Nội , ngày 31 tháng 12 năm 2020 NGHỊ ĐỊNH Quy định xử phạt vi phạm hành chính trong lĩnh vực chứng kh"
150974,Bộ Tài chính,CoQuan,content_clean,heuristic,0.75,"BỘ TÀI CHÍNH CỘNG HOÀ XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập - Tự do - Hạnh phúc Số: 8/2021/TT-BTC Hà Nội, ngày 25 tháng 01 năm 2021 THÔNG TƯ Ban hành chuẩn mực kiểm toán nội bộ Việt Nam và các nguyên tắc đạo đức nghề nghiệp "
150974,Tài chính,CoQuan,content_clean,heuristic,0.75,"BỘ TÀI CHÍNH CỘNG HOÀ XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập - Tự do - Hạnh phúc Số: 8/2021/TT-BTC Hà Nội, ngày 25 tháng 01 năm 2021 THÔNG TƯ Ban hành chuẩn mực kiểm toán nội bộ Việt Nam và các nguyên tắc đạo đức nghề nghiệp "
150974,Tạ Anh Tuấn,NguoiKy,content_clean,heuristic,0.75,"BỘ TÀI CHÍNH CỘNG HOÀ XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập - Tự do - Hạnh phúc Số: 8/2021/TT-BTC Hà Nội, ngày 25 tháng 01 năm 2021 THÔNG TƯ Ban hành chuẩn mực kiểm toán nội bộ Việt Nam và các nguyên tắc đạo đức nghề nghiệp "
150974,Trung ương,DoiTuongApDung,content_clean,heuristic,0.7,"BỘ TÀI CHÍNH CỘNG HOÀ XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập - Tự do - Hạnh phúc Số: 8/2021/TT-BTC Hà Nội, ngày 25 tháng 01 năm 2021 THÔNG TƯ Ban hành chuẩn mực kiểm toán nội bộ Việt Nam và các nguyên tắc đạo đức nghề nghiệp "
150974,Tổ chức tín dụng,DoiTuongApDung,content_clean,heuristic,0.7,"BỘ TÀI CHÍNH CỘNG HOÀ XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập - Tự do - Hạnh phúc Số: 8/2021/TT-BTC Hà Nội, ngày 25 tháng 01 năm 2021 THÔNG TƯ Ban hành chuẩn mực kiểm toán nội bộ Việt Nam và các nguyên tắc đạo đức nghề nghiệp "
150974,Chi nhánh ngân hàng nước ngoài,DoiTuongApDung,content_clean,heuristic,0.7,"BỘ TÀI CHÍNH CỘNG HOÀ XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập - Tự do - Hạnh phúc Số: 8/2021/TT-BTC Hà Nội, ngày 25 tháng 01 năm 2021 THÔNG TƯ Ban hành chuẩn mực kiểm toán nội bộ Việt Nam và các nguyên tắc đạo đức nghề nghiệp "
150974,Quỹ tín dụng nhân dân,DoiTuongApDung,content_clean,heuristic,0.7,"BỘ TÀI CHÍNH CỘNG HOÀ XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập - Tự do - Hạnh phúc Số: 8/2021/TT-BTC Hà Nội, ngày 25 tháng 01 năm 2021 THÔNG TƯ Ban hành chuẩn mực kiểm toán nội bộ Việt Nam và các nguyên tắc đạo đức nghề nghiệp "
150974,"Kế toán, kiểm toán",LinhVuc,content_clean,heuristic,0.7,"BỘ TÀI CHÍNH CỘNG HOÀ XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập - Tự do - Hạnh phúc Số: 8/2021/TT-BTC Hà Nội, ngày 25 tháng 01 năm 2021 THÔNG TƯ Ban hành chuẩn mực kiểm toán nội bộ Việt Nam và các nguyên tắc đạo đức nghề nghiệp "
150974,Tài chính,LinhVuc,content_clean,heuristic,0.7,"BỘ TÀI CHÍNH CỘNG HOÀ XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập - Tự do - Hạnh phúc Số: 8/2021/TT-BTC Hà Nội, ngày 25 tháng 01 năm 2021 THÔNG TƯ Ban hành chuẩn mực kiểm toán nội bộ Việt Nam và các nguyên tắc đạo đức nghề nghiệp "
